,State,Area_Name,pov_all,pov_under17,median_income,no_high_school,no_bachelor,unemployment,pop,n_killed,n_injured,victims_involved,suspects_identified,teen_participants
271,CO,Elbert,6.0,9.0,"86,693",3.6,67.2,3.6400000000000006,24552.6,1.0,2.0,3.0,8.0,0.0
272,CO,El Paso,12.0,15.0,"63,610",6.1,63.5,5.18,674825.6,7.0,23.0,35.0,39.0,4.0
273,CO,Fremont,18.0,23.0,"46,372",11.3,83.6,6.88,46600.8,1.0,4.0,5.0,13.0,0.0
274,CO,Garfield,9.0,13.0,"69,161",13.1,70.9,4.64,57944.6,1.0,8.0,9.0,3.0,0.0
275,CO,Gilpin,8.0,10.0,"65,472",2.0,65.6,3.56,5793.0,2.0,5.0,7.0,3.0,0.0
276,CO,Grand,8.0,12.0,"63,875",4.3,62.8,3.54,14793.4,36.0,43.0,91.0,338.0,22.0
277,CO,Gunnison,14.0,13.0,"53,753",4.7,47.400000000000006,3.3600000000000003,16215.4,4.0,3.0,5.0,7.0,0.0
279,CO,Huerfano,22.0,37.0,"34,626",8.7,74.0,8.74,6497.6,2.0,2.0,2.0,2.0,0.0
280,CO,Jackson,14.0,25.0,"46,671",20.5,87.4,6.660000000000001,52325.8,3.0,4.0,8.0,5.0,1.0
281,CO,Jefferson,7.0,8.0,"74,342",11.0,68.6,5.779999999999999,659460.4,11.0,5.0,26.0,39.0,4.0
282,CO,Kiowa,14.0,19.0,"43,951",7.1,79.80000000000001,2.92,1376.0,0.0,3.0,3.0,4.0,0.0
284,CO,Lake,15.0,21.0,"49,064",16.3,83.80000000000001,8.04,64094.8,16.0,42.0,53.0,83.0,2.0
285,CO,La Plata,11.0,12.0,"58,499",5.2,57.0,3.66,54469.4,3.0,1.0,2.0,4.0,0.0
286,CO,Larimer,11.0,10.0,"66,561",4.3,54.7,3.66,330975.8,12.0,18.0,27.0,27.0,3.0
287,CO,Las Animas,22.0,28.0,"38,224",14.2,81.0,6.74,14151.2,0.0,1.0,1.0,0.0,1.0
288,CO,Lincoln,18.0,22.0,"42,969",20.9,92.1,6.08,13884.6,2.0,2.0,4.0,13.0,0.0
289,CO,Logan,16.0,17.0,"49,407",17.2,87.0,5.64,21801.6,1.0,1.0,2.0,1.0,0.0
290,CO,Mesa,15.0,18.0,"49,825",10.2,74.0,6.04,148798.2,9.0,6.0,22.0,38.0,9.0
291,CO,Mineral,9.0,19.0,"52,641",3.4,57.5,3.8200000000000003,739.8,0.0,1.0,1.0,1.0,0.0
292,CO,Moffat,13.0,17.0,"54,151",8.9,81.1,5.0,13055.6,1.0,4.0,3.0,5.0,0.0
293,CO,Montezuma,15.0,25.0,"40,679",9.8,72.9,5.76,25769.8,1.0,0.0,0.0,1.0,0.0
294,CO,Montrose,16.0,24.0,"43,285",11.2,76.19999999999999,5.720000000000001,40908.0,6.0,10.0,15.0,17.0,2.0
295,CO,Morgan,12.0,16.0,"49,129",17.5,78.6,5.82,119156.6,1.0,2.0,3.0,2.0,0.0
296,CO,Otero,24.0,31.0,"36,773",14.2,82.8,6.44,18324.8,0.0,0.0,0.0,3.0,0.0
297,CO,Ouray,9.0,13.0,"66,813",2.2,45.5,4.8,4653.4,1.0,0.0,1.0,3.0,0.0
298,CO,Park,9.0,14.0,"68,535",3.7,69.5,3.78,16900.4,74.0,60.0,128.0,133.0,10.0
300,CO,Pitkin,7.0,7.0,"74,576",4.6,39.599999999999994,4.38,17747.0,1.0,0.0,0.0,4.0,0.0
302,CO,Pueblo,20.0,25.0,"44,644",11.8,78.80000000000001,6.44,163368.2,106.0,185.0,316.0,643.0,49.0
304,CO,Rio Grande,18.0,28.0,"41,128",16.6,77.4,7.2,11430.2,0.0,0.0,0.0,1.0,0.0
305,CO,Routt,7.0,8.0,"71,322",3.5,50.6,3.62,24359.4,2.0,2.0,3.0,9.0,0.0
306,CO,Saguache,28.0,39.0,"33,973",19.2,74.6,7.06,6338.0,2.0,0.0,2.0,2.0,2.0
307,CO,San Juan,16.0,28.0,"44,652",4.6,71.6,4.720000000000001,698.8,0.0,1.0,1.0,1.0,0.0
308,CO,San Miguel,10.0,13.0,"67,251",6.8,44.900000000000006,4.319999999999999,7803.6,0.0,1.0,3.0,1.0,0.0
309,CO,Sedgwick,15.0,24.0,"42,518",8.8,80.19999999999999,3.66,2356.6,0.0,1.0,1.0,1.0,0.0
310,CO,Summit,8.0,9.0,"70,265",5.3,50.0,3.08,29722.0,6.0,3.0,4.0,9.0,0.0
311,CO,Teller,10.0,15.0,"63,966",5.6,67.4,5.12,23769.0,1.0,1.0,3.0,3.0,0.0
312,CO,Washington,14.0,21.0,"46,304",20.3,90.39999999999999,8.98,16745.6,1.0,2.0,3.0,4.0,2.0
313,CO,Weld,12.0,13.0,"63,609",13.0,73.3,4.24,285729.2,10.0,12.0,18.0,11.0,2.0
314,CO,Yuma,12.0,16.0,"48,963",28.3,85.7,21.24,204280.8,3.0,2.0,4.0,4.0,2.0
316,CT,Fairfield,9.0,10.0,"89,954",10.1,53.7,5.58,947328.0,7.0,11.0,24.0,41.0,0.0
317,CT,Hartford,11.0,15.0,"69,341",10.7,63.099999999999994,6.2,897417.2,182.0,553.0,833.0,1144.0,89.0
318,CT,Litchfield,7.0,9.0,"76,323",8.3,66.0,5.42,184454.0,0.0,1.0,1.0,4.0,2.0
320,CT,New Haven,11.0,17.0,"66,012",10.5,65.69999999999999,6.44,862126.6,90.0,457.0,639.0,709.0,96.0
321,CT,New London,9.0,14.0,"70,258",8.4,67.5,6.1,270771.6,7.0,36.0,70.0,171.0,18.0
322,CT,Tolland,7.0,7.0,"81,369",6.2,61.2,5.24,151595.8,0.0,1.0,4.0,22.0,0.0
323,CT,Windham,12.0,15.0,"60,869",11.9,76.1,6.540000000000001,116674.4,0.0,4.0,4.0,3.0,2.0
325,DE,Kent,14.0,21.0,"53,994",13.1,76.9,5.720000000000001,173144.8,7.0,7.0,12.0,24.0,2.0
326,DE,New Castle,11.0,15.0,"67,246",9.5,64.5,5.18,555036.4,41.0,131.0,187.0,228.0,31.0
327,DE,Sussex,12.0,23.0,"56,618",13.8,76.1,5.34,215551.4,1.0,4.0,6.0,28.0,1.0
329,DC,District of Columbia,19.0,28.0,"74,093",10.0,44.6,7.1,672391.0,0.0,3.0,3.0,0.0,0.0
331,FL,Alachua,22.0,22.0,"45,294",7.5,58.5,4.779999999999999,259864.6,9.0,26.0,46.0,69.0,6.0
332,FL,Baker,17.0,24.0,"51,904",17.9,87.2,5.76,27537.0,9.0,5.0,15.0,35.0,9.0
333,FL,Bay,15.0,23.0,"48,843",11.3,77.5,5.7,180117.2,263.0,361.0,624.0,608.0,125.0
334,FL,Bradford,19.0,27.0,"43,058",23.2,88.2,4.9399999999999995,26775.0,1.0,5.0,7.0,7.0,1.0
335,FL,Brevard,15.0,22.0,"51,214",8.8,72.30000000000001,6.12,568182.8,25.0,21.0,42.0,60.0,9.0
336,FL,Broward,14.0,18.0,"54,055",11.7,69.0,5.220000000000001,1890416.4,117.0,138.0,286.0,263.0,38.0
337,FL,Calhoun,22.0,31.0,"36,708",17.7,82.4,7.06,115527.2,1.0,6.0,7.0,9.0,0.0
338,FL,Charlotte,13.0,23.0,"44,935",10.6,78.4,6.159999999999999,173236.0,22.0,13.0,42.0,61.0,0.0
339,FL,Citrus,17.0,29.0,"40,009",13.3,82.1,7.74,141373.0,20.0,13.0,31.0,48.0,6.0
340,FL,Clay,10.0,14.0,"57,476",25.4,89.0,6.36,13407.4,14.0,29.0,36.0,42.0,3.0
341,FL,Collier,11.0,18.0,"62,397",14.3,66.1,5.38,356773.6,25.0,8.0,53.0,65.0,3.0
342,FL,Columbia,18.0,26.0,"41,667",14.8,78.0,6.719999999999999,23992.0,5.0,22.0,25.0,48.0,0.0
343,FL,DeSoto,29.0,42.0,"34,146",29.5,90.0,6.199999999999999,35674.6,1.0,0.0,1.0,1.0,0.0
344,FL,Dixie,25.0,34.0,"34,146",22.2,93.5,6.38,16323.0,21.0,40.0,65.0,69.0,3.0
345,FL,Duval,15.0,21.0,"51,948",11.1,71.9,5.84,912042.8,5.0,13.0,18.0,30.0,9.0
346,FL,Escambia,15.0,26.0,"45,004",19.5,88.3,7.06,37620.6,32.0,78.0,111.0,116.0,7.0
347,FL,Flagler,11.0,19.0,"50,863",8.9,76.6,6.38,105014.6,22.0,17.0,37.0,61.0,8.0
348,FL,Franklin,23.0,36.0,"37,479",24.3,87.6,6.36,31507.4,5.0,24.0,29.0,24.0,4.0
349,FL,Gadsden,21.0,34.0,"40,865",21.2,82.5,7.18,46112.6,0.0,0.0,0.0,1.0,0.0
350,FL,Gilchrist,17.0,25.0,"41,721",17.3,87.6,5.959999999999999,17191.4,8.0,3.0,11.0,5.0,0.0
351,FL,Glades,22.0,31.0,"39,607",25.6,91.1,6.7,13197.2,17.0,41.0,60.0,32.0,4.0
352,FL,Gulf,24.0,30.0,"38,381",17.5,83.30000000000001,5.28,16017.8,14.0,15.0,29.0,68.0,0.0
353,FL,Hamilton,29.0,38.0,"34,517",25.0,89.8,6.720000000000001,14238.2,1.0,3.0,5.0,4.0,0.0
354,FL,Hardee,24.0,32.0,"37,612",31.1,90.4,7.0,27325.6,2.0,0.0,1.0,2.0,0.0
355,FL,Hendry,25.0,35.0,"39,911",37.1,90.9,10.0,39064.2,4.0,13.0,17.0,10.0,1.0
356,FL,Hernando,15.0,23.0,"46,225",13.0,83.6,7.0,179144.0,22.0,16.0,33.0,47.0,0.0
357,FL,Highlands,19.0,32.0,"36,864",16.7,83.5,7.6,100177.0,6.0,10.0,19.0,36.0,1.0
358,FL,Hillsborough,15.0,20.0,"54,509",12.2,68.6,5.12,1351087.2,42.0,47.0,97.0,115.0,13.0
359,FL,Holmes,24.0,35.0,"41,110",21.7,87.6,6.220000000000001,19483.4,1.0,6.0,7.0,14.0,0.0
360,FL,Indian River,12.0,22.0,"49,813",12.4,72.9,7.1,147981.4,4.0,5.0,16.0,34.0,12.0
361,FL,Jackson,23.0,31.0,"37,358",20.5,87.4,6.660000000000001,52325.8,920.0,2343.0,3288.0,1893.0,466.0
362,FL,Jefferson,19.0,29.0,"43,453",11.0,68.6,5.779999999999999,659460.4,7.0,8.0,16.0,17.0,0.0
363,FL,Lafayette,23.0,28.0,"40,653",19.8,86.3,7.279999999999999,7050.6,0.0,1.0,1.0,2.0,0.0
364,FL,Lake,12.0,19.0,"50,125",16.3,83.80000000000001,8.04,64094.8,342.0,474.0,857.0,1127.0,187.0
365,FL,Lee,13.0,22.0,"52,989",11.3,65.6,5.12,156596.6,70.0,153.0,249.0,334.0,41.0
366,FL,Leon,19.0,19.0,"51,041",7.4,54.8,5.0,285889.6,18.0,19.0,38.0,39.0,2.0
367,FL,Levy,21.0,32.0,"33,092",18.1,88.8,6.1,39713.4,7.0,4.0,10.0,10.0,2.0
368,FL,Liberty,24.0,29.0,"38,900",20.9,87.60000000000001,5.779999999999999,8347.4,17.0,38.0,54.0,28.0,4.0
369,FL,Madison,32.0,40.0,"33,721",9.2,59.3,5.4799999999999995,353213.4,10.0,17.0,30.0,49.0,4.0
370,FL,Manatee,13.0,21.0,"51,770",11.5,72.1,5.16,363542.0,34.0,42.0,97.0,113.0,8.0
371,FL,Marion,17.0,28.0,"39,629",20.1,87.6,6.839999999999999,30058.2,24.0,19.0,40.0,57.0,9.0
372,FL,Martin,11.0,18.0,"55,917",10.0,68.5,5.4399999999999995,155718.6,38.0,84.0,142.0,139.0,19.0
373,FL,Miami-Dade,18.0,25.0,"45,886",19.4,72.8,6.040000000000001,2702601.8,161.0,316.0,451.0,333.0,101.0
374,FL,Monroe,12.0,18.0,"63,892",18.0,87.7,9.76,21745.2,2.0,12.0,18.0,24.0,2.0
375,FL,Nassau,10.0,14.0,"67,967",9.1,75.5,5.2,78434.6,8.0,9.0,12.0,36.0,5.0
376,FL,Okaloosa,11.0,16.0,"58,009",8.7,70.5,4.64,197591.4,2.0,25.0,31.0,42.0,8.0
377,FL,Okeechobee,20.0,29.0,"37,689",28.1,89.2,6.28,40228.2,15.0,54.0,76.0,103.0,6.0
378,FL,Orange,16.0,22.0,"51,312",15.5,61.5,4.92,3155815.6,325.0,568.0,1008.0,788.0,116.0
379,FL,Osceola,15.0,23.0,"50,716",14.3,81.30000000000001,5.94,325168.4,9.0,16.0,27.0,68.0,12.0
380,FL,Palm Beach,13.0,19.0,"57,607",12.1,65.80000000000001,5.360000000000001,1426771.6,344.0,703.0,1100.0,760.0,156.0
381,FL,Pasco,13.0,18.0,"46,326",11.7,77.4,5.9799999999999995,498136.4,31.0,36.0,66.0,95.0,9.0
382,FL,Pinellas,13.0,20.0,"49,974",9.6,70.5,5.08,949842.2,70.0,77.0,169.0,180.0,40.0
383,FL,Polk,16.0,25.0,"46,289",15.7,87.69999999999999,5.779999999999999,20211.8,52.0,27.0,79.0,126.0,19.0
384,FL,Putnam,22.0,36.0,"37,526",21.6,87.30000000000001,7.74,72434.8,15.0,17.0,37.0,47.0,7.0
385,FL,St. Johns,8.0,9.0,"78,544",5.3,57.4,4.24,226578.0,1.0,0.0,2.0,4.0,2.0
386,FL,St. Lucie,17.0,26.0,"45,509",14.2,80.2,6.9799999999999995,298763.2,6.0,10.0,38.0,50.0,8.0
387,FL,Santa Rosa,11.0,15.0,"62,668",9.8,73.1,5.040000000000001,166777.8,8.0,15.0,39.0,39.0,0.0
388,FL,Sarasota,11.0,18.0,"55,088",7.4,66.9,5.220000000000001,404839.0,73.0,96.0,224.0,317.0,44.0
389,FL,Seminole,11.0,14.0,"61,253",6.6,64.1,5.0600000000000005,449259.8,28.0,39.0,80.0,100.0,21.0
390,FL,Sumter,11.0,29.0,"56,568",20.0,81.9,7.94,13084.4,2.0,9.0,13.0,12.0,2.0
391,FL,Suwannee,20.0,30.0,"40,572",20.9,88.0,5.68,43814.2,2.0,2.0,5.0,6.0,0.0
392,FL,Taylor,23.0,30.0,"40,180",21.3,90.2,6.319999999999999,22349.8,5.0,7.0,12.0,12.0,2.0
393,FL,Union,25.0,26.0,"43,795",16.3,80.9,6.540000000000001,40022.2,56.0,77.0,131.0,18.0,10.0
394,FL,Volusia,14.0,20.0,"45,356",10.7,77.6,6.0600000000000005,518659.6,13.0,25.0,62.0,82.0,13.0
396,FL,Walton,13.0,21.0,"54,686",15.1,73.7,4.859999999999999,63457.0,33.0,74.0,116.0,183.0,28.0
397,FL,Washington,23.0,32.0,"34,787",20.3,90.39999999999999,8.98,16745.6,36.0,60.0,108.0,55.0,29.0
399,GA,Appling,20.0,32.0,"37,954",23.6,88.10000000000001,7.68,18470.6,16.0,0.0,18.0,10.0,0.0
400,GA,Atkinson,26.0,42.0,"33,318",32.1,93.4,6.539999999999999,8313.0,0.0,0.0,0.0,1.0,0.0
401,GA,Bacon,23.0,35.0,"36,873",19.9,86.8,6.2,11278.8,3.0,0.0,4.0,4.0,2.0
402,GA,Baker,28.0,43.0,"35,452",17.9,87.2,5.76,27537.0,17.0,5.0,25.0,27.0,0.0
403,GA,Baldwin,26.0,34.0,"40,683",10.0,70.5,5.62,203360.0,10.0,8.0,17.0,14.0,3.0
404,GA,Banks,16.0,23.0,"43,370",24.6,89.0,5.859999999999999,18363.4,3.0,1.0,5.0,10.0,0.0
405,GA,Barrow,13.0,18.0,"54,893",18.0,83.30000000000001,5.5,75099.4,6.0,6.0,33.0,37.0,0.0
406,GA,Bartow,15.0,22.0,"52,497",18.4,81.5,6.299999999999999,102622.8,15.0,14.0,26.0,23.0,1.0
408,GA,Berrien,22.0,33.0,"39,174",19.7,87.7,7.24,19014.0,4.0,1.0,8.0,6.0,2.0
409,GA,Bibb,26.0,37.0,"38,115",19.3,88.0,6.6,22579.6,7.0,41.0,75.0,83.0,8.0
410,GA,Bleckley,22.0,32.0,"41,447",14.8,82.19999999999999,9.8,12779.4,3.0,2.0,3.0,4.0,1.0
412,GA,Brooks,25.0,39.0,"33,676",21.0,87.6,6.24,15629.4,3.0,2.0,4.0,7.0,1.0
413,GA,Bryan,10.0,13.0,"77,244",9.6,66.7,5.58,34883.2,4.0,4.0,10.0,12.0,2.0
414,GA,Bulloch,24.0,27.0,"42,083",13.4,71.8,6.540000000000001,73742.0,2.0,3.0,8.0,28.0,1.0
415,GA,Burke,27.0,40.0,"37,410",22.7,89.60000000000001,8.959999999999999,22645.4,3.0,15.0,20.0,28.0,1.0
416,GA,Butts,17.0,25.0,"46,141",22.8,89.8,6.840000000000001,23555.6,1.0,0.0,1.0,4.0,1.0
417,GA,Calhoun,33.0,40.0,"33,478",17.7,82.4,7.06,115527.2,15.0,8.0,25.0,48.0,1.0
418,GA,Camden,15.0,24.0,"53,130",9.0,77.4,6.26,52252.2,4.0,2.0,6.0,6.0,0.0
419,GA,Candler,25.0,39.0,"32,970",24.7,85.69999999999999,6.02,10894.0,5.0,12.0,17.0,19.0,3.0
420,GA,Carroll,15.0,21.0,"50,598",16.2,82.3,4.6,27781.8,24.0,17.0,35.0,46.0,11.0
421,GA,Catoosa,13.0,19.0,"53,740",14.4,80.4,5.36,65870.0,4.0,5.0,14.0,19.0,2.0
422,GA,Charlton,27.0,34.0,"38,948",19.1,91.0,6.4799999999999995,12963.2,0.0,1.0,1.0,1.0,0.0
423,GA,Chatham,17.0,25.0,"52,746",10.7,67.1,6.26,285506.2,29.0,76.0,104.0,83.0,23.0
424,GA,Chattahoochee,22.0,23.0,"44,097",9.8,69.9,9.040000000000001,11095.6,0.0,1.0,6.0,6.0,0.0
425,GA,Chattooga,20.0,25.0,"37,345",27.5,91.2,6.720000000000001,24880.4,4.0,4.0,9.0,13.0,0.0
426,GA,Cherokee,8.0,10.0,"78,668",18.7,86.1,5.5200000000000005,25855.0,16.0,12.0,28.0,35.0,4.0
427,GA,Clarke,28.0,30.0,"36,692",19.0,87.89999999999999,11.479999999999999,24624.8,15.0,15.0,31.0,29.0,1.0
428,GA,Clay,35.0,56.0,"27,648",25.4,89.0,6.36,13407.4,60.0,58.0,111.0,97.0,19.0
429,GA,Clayton,21.0,32.0,"44,598",16.4,80.9,8.1,274150.0,57.0,57.0,105.0,89.0,19.0
431,GA,Cobb,10.0,14.0,"70,950",8.8,55.0,5.26,739071.8,74.0,51.0,118.0,158.0,12.0
432,GA,Coffee,23.0,34.0,"38,704",14.9,76.30000000000001,5.959999999999999,51072.8,5.0,5.0,12.0,25.0,1.0
433,GA,Colquitt,25.0,37.0,"34,931",27.5,87.1,6.519999999999999,45890.4,5.0,11.0,18.0,31.0,0.0
434,GA,Columbia,7.0,9.0,"74,908",14.8,78.0,6.719999999999999,23992.0,10.0,6.0,15.0,20.0,1.0
435,GA,Cook,25.0,35.0,"35,518",23.6,86.1,6.720000000000001,17189.8,2.0,2.0,4.0,8.0,2.0
436,GA,Coweta,10.0,14.0,"71,114",11.4,71.9,5.459999999999999,138015.0,3.0,6.0,14.0,15.0,3.0
437,GA,Crawford,19.0,29.0,"44,014",14.7,86.5,5.2,62118.6,9.0,17.0,29.0,21.0,0.0
438,GA,Crisp,30.0,46.0,"34,211",20.3,84.8,7.640000000000001,23005.0,4.0,1.0,7.0,13.0,0.0
439,GA,Dade,16.0,21.0,"36,213",19.9,86.2,5.76,16282.2,0.0,0.0,0.0,1.0,0.0
440,GA,Dawson,10.0,16.0,"61,229",13.5,70.1,5.42,23396.6,11.0,22.0,35.0,41.0,10.0
441,GA,Decatur,30.0,42.0,"36,136",20.5,83.1,7.359999999999999,27023.0,171.0,213.0,367.0,257.0,29.0
442,GA,DeKalb,18.0,26.0,"56,053",27.4,88.69999999999999,6.220000000000001,71194.0,164.0,173.0,344.0,251.0,38.0
443,GA,Dodge,25.0,36.0,"35,779",18.5,86.5,8.52,21063.0,6.0,5.0,12.0,11.0,1.0
444,GA,Dooly,29.0,39.0,"40,591",25.5,88.8,8.0,14053.4,3.0,0.0,1.0,2.0,0.0
445,GA,Dougherty,31.0,44.0,"35,750",17.8,80.2,8.08,91521.6,1.0,2.0,11.0,22.0,0.0
446,GA,Douglas,13.0,20.0,"59,665",2.1,42.5,3.4799999999999995,320939.8,62.0,52.0,114.0,154.0,22.0
447,GA,Early,31.0,47.0,"26,934",20.2,85.9,7.4799999999999995,10404.6,36.0,57.0,115.0,66.0,17.0
449,GA,Effingham,10.0,15.0,"63,776",13.8,81.7,5.459999999999999,57086.6,7.0,14.0,28.0,32.0,3.0
450,GA,Elbert,22.0,32.0,"37,131",3.6,67.2,3.6400000000000006,24552.6,13.0,8.0,17.0,26.0,2.0
451,GA,Emanuel,27.0,40.0,"32,495",22.2,88.30000000000001,9.26,22502.4,4.0,2.0,4.0,6.0,3.0
452,GA,Evans,24.0,36.0,"34,689",22.9,84.9,5.860000000000001,10756.6,4.0,7.0,16.0,32.0,3.0
453,GA,Fannin,14.0,27.0,"41,487",17.0,82.3,6.540000000000001,24480.0,0.0,3.0,3.0,5.0,0.0
454,GA,Fayette,6.0,9.0,"83,145",20.8,85.8,6.9,16657.0,13.0,20.0,46.0,53.0,2.0
455,GA,Floyd,16.0,24.0,"46,634",20.3,80.19999999999999,7.12,96471.2,7.0,8.0,21.0,27.0,1.0
456,GA,Forsyth,6.0,7.0,"101,804",7.8,51.7,4.82,211300.0,26.0,31.0,56.0,80.0,5.0
457,GA,Franklin,21.0,29.0,"41,543",24.3,87.6,6.36,31507.4,14.0,12.0,27.0,27.0,7.0
458,GA,Fulton,16.0,24.0,"62,824",16.1,89.0,5.24,12092.0,64.0,79.0,138.0,100.0,22.0
459,GA,Gilmer,15.0,28.0,"46,332",19.7,82.19999999999999,6.58,29614.0,4.0,0.0,4.0,1.0,0.0
461,GA,Glynn,19.0,30.0,"48,691",12.4,71.8,6.38,83466.6,8.0,13.0,22.0,24.0,5.0
462,GA,Gordon,16.0,25.0,"45,705",24.6,87.1,6.459999999999999,56424.0,10.0,28.0,42.0,43.0,4.0
463,GA,Grady,21.0,32.0,"40,234",22.9,87.2,6.26,25047.8,4.0,4.0,7.0,6.0,1.0
464,GA,Greene,18.0,31.0,"47,194",23.1,90.1,10.8,8533.4,2.0,3.0,4.0,3.0,0.0
465,GA,Gwinnett,11.0,17.0,"67,197",12.5,65.1,5.359999999999999,889953.6,100.0,85.0,185.0,218.0,31.0
466,GA,Habersham,16.0,21.0,"46,828",21.7,82.4,6.159999999999999,43877.8,4.0,5.0,8.0,6.0,1.0
467,GA,Hall,14.0,20.0,"55,308",22.7,77.5,5.220000000000001,192864.6,12.0,21.0,31.0,45.0,5.0
468,GA,Hancock,34.0,48.0,"30,616",27.1,89.10000000000001,10.36,8667.4,1.0,1.0,3.0,0.0,0.0
469,GA,Haralson,19.0,26.0,"43,196",21.7,86.2,6.959999999999999,28721.6,3.0,4.0,3.0,5.0,0.0
470,GA,Harris,9.0,13.0,"70,724",10.2,73.4,5.32,33197.8,8.0,10.0,17.0,22.0,0.0
471,GA,Hart,17.0,25.0,"41,247",19.1,86.30000000000001,6.5,25534.6,8.0,4.0,10.0,19.0,0.0
472,GA,Heard,20.0,29.0,"41,994",21.1,89.5,6.839999999999999,11607.4,3.0,1.0,8.0,9.0,1.0
473,GA,Henry,10.0,15.0,"67,150",19.3,83.80000000000001,6.720000000000001,17110.2,23.0,13.0,39.0,45.0,8.0
474,GA,Houston,15.0,21.0,"61,795",15.1,79.0,5.960000000000001,104108.2,17.0,42.0,66.0,98.0,5.0
475,GA,Irwin,24.0,35.0,"35,866",15.3,88.9,8.6,9278.4,0.0,1.0,5.0,6.0,0.0
476,GA,Jackson,13.0,17.0,"55,426",20.5,87.4,6.660000000000001,52325.8,37.0,34.0,81.0,100.0,17.0
477,GA,Jasper,17.0,27.0,"48,473",22.8,89.6,6.0,13732.4,4.0,4.0,5.0,15.0,0.0
478,GA,Jeff Davis,24.0,34.0,"35,538",21.6,89.2,7.459999999999999,14999.4,2.0,0.0,0.0,4.0,1.0
479,GA,Jefferson,25.0,38.0,"33,680",11.0,68.6,5.779999999999999,659460.4,27.0,22.0,64.0,65.0,10.0
480,GA,Jenkins,34.0,45.0,"30,611",22.2,87.0,8.9,8929.4,4.0,3.0,6.0,9.0,2.0
481,GA,Johnson,29.0,37.0,"32,201",21.0,84.1,5.8,26155.2,11.0,6.0,20.0,26.0,3.0
482,GA,Jones,12.0,19.0,"54,155",12.5,79.8,5.76,28539.8,50.0,68.0,112.0,118.0,34.0
483,GA,Lamar,18.0,27.0,"44,575",22.6,87.0,5.96,14021.2,0.0,6.0,3.0,4.0,0.0
484,GA,Lanier,23.0,34.0,"35,690",21.8,84.6,6.9,10387.8,6.0,11.0,26.0,30.0,5.0
485,GA,Laurens,26.0,38.0,"39,037",17.1,84.7,8.1,47451.0,2.0,3.0,5.0,5.0,1.0
486,GA,Lee,11.0,17.0,"62,972",11.3,65.6,5.12,156596.6,37.0,61.0,105.0,139.0,18.0
487,GA,Liberty,15.0,24.0,"44,154",20.9,87.60000000000001,5.779999999999999,8347.4,8.0,11.0,26.0,35.0,0.0
488,GA,Lincoln,19.0,30.0,"41,494",20.9,92.1,6.08,13884.6,10.0,3.0,12.0,10.0,0.0
489,GA,Long,19.0,26.0,"44,542",12.7,84.69999999999999,6.38,17856.6,13.0,10.0,26.0,25.0,4.0
490,GA,Lowndes,22.0,29.0,"41,331",25.2,87.80000000000001,11.500000000000002,10361.8,1.0,4.0,4.0,14.0,1.0
491,GA,Lumpkin,16.0,22.0,"47,287",15.8,73.0,5.5,31567.4,9.0,7.0,19.0,30.0,3.0
492,GA,McDuffie,23.0,37.0,"39,642",20.1,85.80000000000001,8.540000000000001,21488.4,5.0,1.0,5.0,3.0,0.0
493,GA,McIntosh,21.0,35.0,"40,788",17.6,86.2,6.959999999999999,14060.6,1.0,2.0,3.0,6.0,0.0
494,GA,Macon,32.0,46.0,"31,358",19.5,79.9,8.02,19358.4,264.0,771.0,1194.0,1187.0,157.0
495,GA,Madison,15.0,24.0,"47,151",9.2,59.3,5.4799999999999995,353213.4,17.0,8.0,46.0,47.0,6.0
496,GA,Marion,23.0,38.0,"38,734",20.1,87.6,6.839999999999999,30058.2,4.0,2.0,12.0,3.0,2.0
497,GA,Meriwether,21.0,33.0,"34,508",22.9,89.8,8.24,21151.8,3.0,4.0,6.0,5.0,0.0
498,GA,Miller,23.0,35.0,"42,771",14.5,85.5,5.140000000000001,43760.4,3.0,2.0,5.0,13.0,3.0
499,GA,Mitchell,30.0,41.0,"33,490",23.4,87.89999999999999,7.279999999999999,22573.6,4.0,10.0,15.0,16.0,1.0
500,GA,Monroe,12.0,19.0,"55,626",18.0,87.7,9.76,21745.2,13.0,11.0,25.0,33.0,2.0
501,GA,Montgomery,23.0,33.0,"39,074",14.5,68.6,6.04,227119.6,12.0,13.0,26.0,18.0,0.0
502,GA,Morgan,13.0,21.0,"55,347",17.5,78.6,5.82,119156.6,5.0,7.0,11.0,7.0,4.0
503,GA,Murray,18.0,27.0,"43,203",31.2,89.1,8.16,39444.2,0.0,1.0,0.0,2.0,0.0
504,GA,Muscogee,22.0,29.0,"40,895",13.4,75.0,7.719999999999999,198647.0,1.0,0.0,1.0,6.0,3.0
505,GA,Newton,18.0,28.0,"51,167",19.6,85.2,5.040000000000001,7897.8,16.0,11.0,28.0,33.0,4.0
506,GA,Oconee,7.0,8.0,"88,570",6.6,53.4,4.44,35971.8,5.0,12.0,19.0,26.0,3.0
507,GA,Oglethorpe,15.0,24.0,"45,319",20.4,83.4,5.88,14653.6,8.0,22.0,37.0,33.0,7.0
508,GA,Paulding,9.0,13.0,"65,480",10.4,75.4,5.3999999999999995,152399.2,27.0,4.0,34.0,35.0,7.0
509,GA,Peach,21.0,31.0,"44,330",14.9,79.8,8.2,27026.8,36.0,57.0,120.0,158.0,10.0
